ball_id,innings,over_number,ball_number,bowler_name,batsman_name,outcome,runs_scored,dismissal_type,dismissal_fielder,bowler_type,line,length,variation,bowler_crease,swing_direction,movement,spin_direction,bowling_speed_kmph,ball_age_phase,shot_type,footwork,contact_quality,edge_type,shot_direction,batsman_handedness,phase,raw_description
T20-IndvsEng-IndBat_i2_8_3,2,8,3,LS Livingstone,SA Yadav,4,4,none,,spin,leg,short,none,over_the_wicket,none,turn,leg_break,,old,pull,back_foot,clean,none,deep_fine_leg,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls a short delivery down the leg side, Yadav pulls it fine for a boundary."
T20-IndvsEng-IndBat_i2_8_4,2,8,4,LS Livingstone,SA Yadav,wide,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,middle_overs,[cricsheet] 8.4 LS Livingstone → SA Yadav runs=1
T20-IndvsEng-IndBat_i2_8_5,2,8,5,LS Livingstone,SA Yadav,4,4,none,,spin,middle,full,none,over_the_wicket,none,turn,leg_break,89.0,old,slog_sweep,front_foot,clean,none,deep_mid_wicket,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls a full delivery on middle stump, Yadav slog sweeps it over mid wicket for a boundary."
T20-IndvsEng-IndBat_i2_8_6,2,8,6,LS Livingstone,SA Yadav,dot,0,none,,spin,outside_off,good,none,over_the_wicket,none,turn,leg_break,,old,cut,back_foot,miss,none,none,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls a good length delivery outside off, Yadav attempts to cut but misses."
T20-IndvsEng-IndBat_i2_8_7,2,8,7,LS Livingstone,SA Yadav,2,2,none,,spin,middle,full,none,over_the_wicket,none,turn,leg_break,88.0,old,on_drive,front_foot,clean,none,long_on,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls a full delivery on middle, Yadav drives it down the ground to long on for a couple of runs."
T20-IndvsEng-IndBat_i2_9_1,2,9,1,MM Ali,SS Iyer,2,2,none,,spin,middle,full,none,round_the_wicket,none,turn,off_break,,old,flick,front_foot,clean,none,deep_mid_wicket,right_handed,middle_overs,"[cricsheet+gemini-tech] Moeen Ali bowls full on middle, Iyer flicks it away to deep mid-wicket for a couple of runs."
T20-IndvsEng-IndBat_i2_9_2,2,9,2,MM Ali,SS Iyer,dot,0,none,,spin,outside_off,full,none,round_the_wicket,none,turn,off_break,85.0,old,drive,front_foot,miss,none,none,right_handed,middle_overs,"[cricsheet+gemini-tech] Moeen Ali tosses it up outside off, Iyer goes for a big drive but misses it completely."
T20-IndvsEng-IndBat_i2_9_3,2,9,3,MM Ali,SS Iyer,6,6,none,,spin,middle,full,none,round_the_wicket,none,none,off_break,,old,slog_sweep,front_foot,clean,none,deep_square_leg,right_handed,middle_overs,"[cricsheet+gemini-tech] A high full toss on middle and leg, Iyer swats it away over deep square leg for a massive six."
T20-IndvsEng-IndBat_i2_9_4,2,9,4,MM Ali,SS Iyer,dot,0,none,,spin,outside_off,full,none,round_the_wicket,none,turn,off_break,,old,drive,front_foot,clean,none,cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Tossed up outside off, Iyer drives it firmly but straight to the fielder at cover."
T20-IndvsEng-IndBat_i2_9_5,2,9,5,MM Ali,SS Iyer,1,1,none,,spin,middle,full,none,round_the_wicket,none,turn,off_break,89.0,old,drive,front_foot,clean,none,long_on,right_handed,middle_overs,"[cricsheet+gemini-tech] Full delivery on middle, Iyer drives it down to long-on for a single."
T20-IndvsEng-IndBat_i2_9_6,2,9,6,MM Ali,SA Yadav,wide,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,middle_overs,[cricsheet] 9.6 MM Ali → SA Yadav runs=1
T20-IndvsEng-IndBat_i2_9_7,2,9,7,MM Ali,SA Yadav,1,1,none,,spin,middle,full,none,round_the_wicket,none,turn,off_break,,old,drive,front_foot,clean,none,long_on,right_handed,middle_overs,"[cricsheet+gemini-tech] Full on middle, Yadav drives it down to long-on for a single to end the over."
T20-IndvsEng-IndBat_i2_10_1,2,10,1,CJ Jordan,SA Yadav,1,1,none,,pace,middle,short_of_length,none,over_the_wicket,none,none,none,140.0,old,pull,back_foot,clean,none,deep_square_leg,right_handed,middle_overs,"[cricsheet+gemini-tech] Jordan bowls back of a length on middle, Yadav pulls it away to deep square leg for a single."
T20-IndvsEng-IndBat_i2_10_2,2,10,2,CJ Jordan,SS Iyer,1,1,none,,pace,outside_off,short_of_length,none,over_the_wicket,none,none,none,,old,cut,back_foot,clean,none,deep_third,right_handed,middle_overs,"[cricsheet+gemini-tech] Short of a length outside off, Iyer cuts it away to deep third man for a single."
T20-IndvsEng-IndBat_i2_10_3,2,10,3,CJ Jordan,SA Yadav,2,2,none,,pace,middle,full,none,over_the_wicket,none,none,none,145.0,old,flick,front_foot,clean,none,deep_mid_wicket,right_handed,middle_overs,"[cricsheet+gemini-tech] Full delivery on middle, Yadav flicks it away nicely to deep mid-wicket for a couple of runs."
T20-IndvsEng-IndBat_i2_10_4,2,10,4,CJ Jordan,SA Yadav,dot,0,none,,pace,outside_off,good,none,over_the_wicket,none,none,none,,old,drive,front_foot,clean,none,cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Good length outside off, Yadav drives it firmly but straight to the fielder at cover."
T20-IndvsEng-IndBat_i2_10_5,2,10,5,CJ Jordan,SA Yadav,4,4,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,145.0,old,lofted,front_foot,clean,none,deep_cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Full and wide outside off, Yadav slices it extravagantly over point for a boundary."
T20-IndvsEng-IndBat_i2_10_6,2,10,6,CJ Jordan,SA Yadav,1,1,none,,pace,outside_off,yorker,yorker,over_the_wicket,none,none,none,,old,drive,front_foot,mistimed,none,cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Yorker length outside off, Yadav squeezes it out towards cover for a single."
T20-IndvsEng-IndBat_i2_11_1,2,11,1,RJW Topley,SA Yadav,1,1,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,131.0,old,cover_drive,front_foot,clean,none,deep_cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Topley bowls full outside off, Yadav drives it firmly to deep cover for a single."
T20-IndvsEng-IndBat_i2_11_2,2,11,2,RJW Topley,SS Iyer,1,1,none,,pace,middle,short_of_length,none,over_the_wicket,none,none,none,135.0,old,pull,back_foot,clean,none,deep_square_leg,right_handed,middle_overs,"[cricsheet+gemini-tech] Topley bowls short of a length on middle, Iyer pulls it away to deep square leg for a single."
T20-IndvsEng-IndBat_i2_11_3,2,11,3,RJW Topley,SA Yadav,1,1,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,139.0,old,cover_drive,front_foot,clean,none,deep_cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Topley bowls full outside off, Yadav drives it to deep cover for another single."
T20-IndvsEng-IndBat_i2_11_4,2,11,4,RJW Topley,SS Iyer,dot,0,none,,pace,middle,good,none,over_the_wicket,none,none,none,,old,flick,front_foot,clean,none,mid_wicket,right_handed,middle_overs,"[cricsheet+gemini-tech] Topley bowls a good length on middle, Iyer flicks it straight to the fielder at mid-wicket."
T20-IndvsEng-IndBat_i2_11_5,2,11,5,RJW Topley,SS Iyer,1,1,none,,pace,outside_off,short_of_length,none,over_the_wicket,none,none,none,137.0,old,cut,back_foot,clean,none,point,right_handed,middle_overs,"[cricsheet+gemini-tech] Topley bowls short and wide outside off, Iyer cuts it towards point where the fielder makes a diving stop, but they scramble a single."
T20-IndvsEng-IndBat_i2_11_6,2,11,6,RJW Topley,SA Yadav,1,1,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,,old,cover_drive,front_foot,clean,none,deep_cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Topley bowls full outside off, Yadav drives it to deep cover for a single to end the over."
T20-IndvsEng-IndBat_i2_12_1,2,12,1,LS Livingstone,SA Yadav,6,6,none,,spin,leg,full,none,round_the_wicket,none,turn,unknown,88.0,old,sweep,front_foot,clean,none,deep_fine_leg,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls full on the pads, Yadav gets down on one knee and sweeps it brilliantly over fine leg for a six."
T20-IndvsEng-IndBat_i2_12_2,2,12,2,LS Livingstone,SA Yadav,1,1,none,,spin,middle,full,none,round_the_wicket,none,turn,unknown,90.0,old,sweep,front_foot,clean,none,deep_square_leg,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls full on middle, Yadav sweeps it along the ground to deep square leg for a single."
T20-IndvsEng-IndBat_i2_12_3,2,12,3,LS Livingstone,SS Iyer,6,6,none,,spin,middle,full,none,round_the_wicket,none,turn,unknown,89.0,old,lofted,front_foot,clean,none,long_off,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone tosses it up, Iyer steps down the track and lofts it cleanly straight down the ground for a massive six."
T20-IndvsEng-IndBat_i2_12_4,2,12,4,LS Livingstone,SS Iyer,dot,0,none,,spin,outside_off,full,none,round_the_wicket,none,turn,unknown,89.0,old,reverse_sweep,front_foot,miss,none,none,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls full outside off, Iyer attempts a reverse sweep but completely misses the ball."
T20-IndvsEng-IndBat_i2_12_5,2,12,5,LS Livingstone,SS Iyer,no_ball,1,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,middle_overs,[cricsheet] 12.5 LS Livingstone → SS Iyer runs=2
T20-IndvsEng-IndBat_i2_12_6,2,12,6,LS Livingstone,SA Yadav,6,6,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,right_handed,middle_overs,[cricsheet+gemini-tech] This delivery is not shown in the provided video clip.
T20-IndvsEng-IndBat_i2_12_7,2,12,7,LS Livingstone,SA Yadav,dot,0,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,right_handed,middle_overs,[cricsheet+gemini-tech] This delivery is not shown in the provided video clip.
T20-IndvsEng-IndBat_i2_13_1,2,13,1,RJ Gleeson,SS Iyer,1,1,none,,pace,outside_off,short_of_length,none,over_the_wicket,none,none,none,132.0,old,cut,back_foot,clean,none,deep_third,right_handed,middle_overs,"[cricsheet+gemini-tech] Gleeson bowls short of a length outside off, Iyer cuts it off the back foot to deep third man for a single."
T20-IndvsEng-IndBat_i2_13_2,2,13,2,RJ Gleeson,SA Yadav,6,6,none,,pace,outside_off,short_of_length,none,over_the_wicket,none,none,none,130.0,old,upper_cut,back_foot,clean,none,deep_third,right_handed,middle_overs,"[cricsheet+gemini-tech] Gleeson bowls short of a length outside off, Yadav opens the bat face and plays an upper cut over short third man for a six."
T20-IndvsEng-IndBat_i2_13_3,2,13,3,RJ Gleeson,SA Yadav,1,1,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,130.0,old,drive,front_foot,clean,none,deep_point,right_handed,middle_overs,"[cricsheet+gemini-tech] Gleeson bowls full outside off, Yadav lofts a drive over point, it lands safely and they run a single."
T20-IndvsEng-IndBat_i2_13_4,2,13,4,RJ Gleeson,SS Iyer,1,1,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,132.0,old,drive,front_foot,clean,none,deep_cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Gleeson bowls full outside off, Iyer drives it cleanly to deep cover for a single."
T20-IndvsEng-IndBat_i2_13_5,2,13,5,RJ Gleeson,SA Yadav,4,4,none,,pace,outside_off,full,slower,over_the_wicket,none,none,none,113.0,old,paddle_sweep,neutral,clean,none,fine_leg,right_handed,middle_overs,"[cricsheet+gemini-tech] Gleeson bowls a slower ball full outside off, Yadav shuffles across his stumps and paddle sweeps it past short fine leg for a boundary."
T20-IndvsEng-IndBat_i2_13_6,2,13,6,RJ Gleeson,SA Yadav,2,2,none,,pace,leg,full,slower,over_the_wicket,none,none,none,,old,flick,front_foot,clean,none,deep_mid_wicket,right_handed,middle_overs,"[cricsheet+gemini-tech] Gleeson bowls full on the pads, Yadav flicks it to deep mid-wicket and they run two."
T20-IndvsEng-IndBat_i2_14_1,2,14,1,CJ Jordan,SS Iyer,wide,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,middle_overs,[cricsheet] 14.1 CJ Jordan → SS Iyer runs=1
T20-IndvsEng-IndBat_i2_14_2,2,14,2,CJ Jordan,SS Iyer,1,1,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,middle_overs,[cricsheet+gemini-tech] Visual gap: This delivery is not shown in the broadcast video clip.
T20-IndvsEng-IndBat_i2_14_3,2,14,3,CJ Jordan,SA Yadav,4,4,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,middle_overs,[cricsheet+gemini-tech] Visual gap: This delivery is not shown in the broadcast video clip.
T20-IndvsEng-IndBat_i2_14_4,2,14,4,CJ Jordan,SA Yadav,4,4,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,middle_overs,[cricsheet+gemini-tech] Visual gap: This delivery is not shown in the broadcast video clip.
T20-IndvsEng-IndBat_i2_14_5,2,14,5,CJ Jordan,SA Yadav,1,1,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,middle_overs,[cricsheet+gemini-tech] Visual gap: This delivery is not shown in the broadcast video clip.
T20-IndvsEng-IndBat_i2_14_6,2,14,6,CJ Jordan,SS Iyer,1,1,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,middle_overs,[cricsheet+gemini-tech] Visual gap: This delivery is not shown in the broadcast video clip.
T20-IndvsEng-IndBat_i2_14_7,2,14,7,CJ Jordan,SA Yadav,6,6,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,middle_overs,[cricsheet+gemini-tech] Visual gap: This delivery is not shown in the broadcast video clip.
T20-IndvsEng-IndBat_i2_15_1,2,15,1,RJW Topley,SS Iyer,wicket,0,caught,JC Buttler,pace,outside_off,short_of_length,none,over_the_wicket,none,seam,none,136.0,old,late_cut,back_foot,edge,outside_edge,behind_wicket,right_handed,death,"[cricsheet+gemini-tech] Topley bowls a short of length delivery outside off, Iyer backs away and tries to steer it late to third man but gets an outside edge to the keeper."
T20-IndvsEng-IndBat_i2_15_2,2,15,2,RJW Topley,KD Karthik,dot,0,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,death,[cricsheet+gemini-tech] Delivery not shown in the video clip.
T20-IndvsEng-IndBat_i2_15_3,2,15,3,RJW Topley,KD Karthik,dot,0,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,death,[cricsheet+gemini-tech] Delivery not shown in the video clip.
T20-IndvsEng-IndBat_i2_15_4,2,15,4,RJW Topley,KD Karthik,dot,0,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,death,[cricsheet+gemini-tech] Delivery not shown in the video clip.
T20-IndvsEng-IndBat_i2_15_5,2,15,5,RJW Topley,KD Karthik,1,1,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,death,[cricsheet+gemini-tech] Delivery not shown in the video clip.
T20-IndvsEng-IndBat_i2_15_6,2,15,6,RJW Topley,SA Yadav,4,4,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,death,[cricsheet+gemini-tech] Delivery not shown in the video clip.
T20-IndvsEng-IndBat_i2_16_1,2,16,1,DJ Willey,KD Karthik,4,4,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,130.0,old,lofted,front_foot,clean,none,deep_cover,right_handed,death,"[cricsheet+gemini-tech] Willey bowls full outside off, Karthik steps across and lofts it cleanly over the off-side infield for a boundary."
T20-IndvsEng-IndBat_i2_16_2,2,16,2,DJ Willey,KD Karthik,wide,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 16.2 DJ Willey → KD Karthik runs=1
T20-IndvsEng-IndBat_i2_16_3,2,16,3,DJ Willey,KD Karthik,1,1,none,,pace,leg,full,none,over_the_wicket,none,none,none,133.0,old,flick,front_foot,clean,none,deep_square_leg,right_handed,death,"[cricsheet+gemini-tech] Willey bowls a full delivery on the pads, Karthik flicks it away to deep square leg for a single."
T20-IndvsEng-IndBat_i2_16_4,2,16,4,DJ Willey,SA Yadav,4,4,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,132.0,old,square_drive,front_foot,clean,none,deep_third,right_handed,death,"[cricsheet+gemini-tech] Willey bowls a wide full delivery, Yadav reaches out and slices it perfectly past backward point for a boundary to bring up his century."
T20-IndvsEng-IndBat_i2_16_5,2,16,5,DJ Willey,SA Yadav,1,1,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,right_handed,death,[cricsheet+gemini-tech] Delivery not shown in the video clip.
T20-IndvsEng-IndBat_i2_16_6,2,16,6,DJ Willey,KD Karthik,wicket,0,lbw,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,right_handed,death,[cricsheet+gemini-tech] Delivery not shown in the video clip.
T20-IndvsEng-IndBat_i2_16_7,2,16,7,DJ Willey,RA Jadeja,1,1,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,left_handed,death,[cricsheet+gemini-tech] Delivery not shown in the video clip.
T20-IndvsEng-IndBat_i2_17_1,2,17,1,RJ Gleeson,RA Jadeja,dot,0,none,,pace,outside_off,yorker,none,over_the_wicket,none,none,none,,old,lofted,front_foot,miss,none,none,left_handed,death,"[cricsheet+gemini-tech] Gleeson bowls a full delivery outside off, Jadeja swings hard trying to loft it but misses completely."
T20-IndvsEng-IndBat_i2_17_2,2,17,2,RJ Gleeson,RA Jadeja,6,6,none,,pace,middle,full,none,over_the_wicket,none,none,none,,old,lofted,front_foot,clean,none,straight,left_handed,death,"[cricsheet+gemini-tech] Gleeson bowls a full toss on middle, Jadeja stays on the front foot and lofts it cleanly straight down the ground for a six."
T20-IndvsEng-IndBat_i2_17_3,2,17,3,RJ Gleeson,RA Jadeja,wicket,0,lbw,,pace,middle,yorker,none,over_the_wicket,none,none,none,,old,flick,front_foot,miss,none,none,left_handed,death,"[cricsheet+gemini-tech] Gleeson bowls a full, straight delivery, Jadeja misses his flick and is struck on the pad, given out LBW."
T20-IndvsEng-IndBat_i2_17_4,2,17,4,RJ Gleeson,HV Patel,dot,0,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,right_handed,death,[cricsheet+gemini-tech] Delivery not shown in the video clip.
T20-IndvsEng-IndBat_i2_17_5,2,17,5,RJ Gleeson,HV Patel,1,1,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,right_handed,death,[cricsheet+gemini-tech] Delivery not shown in the video clip.
T20-IndvsEng-IndBat_i2_17_6,2,17,6,RJ Gleeson,SA Yadav,1,1,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,right_handed,death,[cricsheet+gemini-tech] Delivery not shown in the video clip.
T20-IndvsEng-IndBat_i2_18_1,2,18,1,MM Ali,SA Yadav,wide,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 18.1 MM Ali → SA Yadav runs=1
T20-IndvsEng-IndBat_i2_18_2,2,18,2,MM Ali,SA Yadav,4,4,none,,spin,outside_off,full,none,round_the_wicket,none,none,off_break,89.0,old,lofted,front_foot,clean,none,deep_cover,right_handed,death,[cricsheet+gemini-tech] Moeen Ali bowls full and wide outside off from round the wicket. Suryakumar Yadav reaches out and lofts it cleanly over the infield for a boundary through the cover region.
T20-IndvsEng-IndBat_i2_18_3,2,18,3,MM Ali,SA Yadav,6,6,none,,spin,outside_off,full,none,round_the_wicket,none,none,off_break,89.0,old,lofted,front_foot,clean,none,deep_cover,right_handed,death,[cricsheet+gemini-tech] Another full delivery wide outside off. Suryakumar Yadav gets under it and lofts it magnificently over extra cover for a massive six.
T20-IndvsEng-IndBat_i2_18_4,2,18,4,MM Ali,SA Yadav,wide,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 18.4 MM Ali → SA Yadav runs=1
T20-IndvsEng-IndBat_i2_18_5,2,18,5,MM Ali,SA Yadav,4,4,none,,spin,outside_off,full,none,round_the_wicket,none,none,off_break,92.0,old,square_drive,back_foot,clean,none,deep_point,right_handed,death,"[cricsheet+gemini-tech] Moeen fires it full and wide outside off. Suryakumar stays deep in his crease, opens the face of the bat, and slices it perfectly past point for another boundary."
T20-IndvsEng-IndBat_i2_18_6,2,18,6,MM Ali,SA Yadav,dot,0,none,,spin,outside_off,full,none,round_the_wicket,none,none,off_break,102.0,old,drive,front_foot,clean,none,point,right_handed,death,[cricsheet+gemini-tech] Full and wide again. Suryakumar drives it firmly but straight to the fielder at point. No run taken.
T20-IndvsEng-IndBat_i2_18_7,2,18,7,MM Ali,SA Yadav,wicket,0,caught,PD Salt,spin,outside_off,full,none,round_the_wicket,none,none,off_break,99.0,old,lofted,front_foot,mistimed,none,long_off,right_handed,death,[cricsheet+gemini-tech] Moeen bowls full and wide outside off. Suryakumar tries to loft it down the ground but gets it off the toe end of the bat. Phil Salt takes a good diving catch at long-off.
T20-IndvsEng-IndBat_i2_18_8,2,18,8,MM Ali,HV Patel,4,4,none,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,death,[cricsheet+gemini-tech] Not visible in the video clip.
T20-IndvsEng-IndBat_i2_19_1,2,19,1,CJ Jordan,Avesh Khan,1,1,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,,old,lofted,front_foot,mistimed,none,deep_mid_wicket,right_handed,death,"[cricsheet+gemini-tech] CJ Jordan bowls a full delivery outside off, Avesh Khan swings hard across the line and mistimes it towards deep mid-wicket for a single."
T20-IndvsEng-IndBat_i2_19_2,2,19,2,CJ Jordan,HV Patel,dot,0,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,,old,lofted,front_foot,miss,none,none,right_handed,death,"[cricsheet+gemini-tech] Jordan bowls a full delivery outside off, Harshal Patel attempts a big heave but misses the ball completely."
T20-IndvsEng-IndBat_i2_19_3,2,19,3,CJ Jordan,HV Patel,dot,0,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,,old,lofted,front_foot,miss,none,none,right_handed,death,"[cricsheet+gemini-tech] Jordan bowls another full delivery wide outside off, Harshal Patel swings hard again but fails to make contact."
T20-IndvsEng-IndBat_i2_19_4,2,19,4,CJ Jordan,HV Patel,wicket,0,caught,RJ Gleeson,pace,outside_off,full,none,over_the_wicket,none,none,none,140.0,old,lofted,front_foot,mistimed,none,point,right_handed,death,"[cricsheet+gemini-tech] Jordan bowls full outside off, Harshal Patel tries to loft it but slices it high in the air towards point, where Gleeson takes a comfortable catch."
T20-IndvsEng-IndBat_i2_19_5,2,19,5,CJ Jordan,Ravi Bishnoi,2,2,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,143.0,old,lofted,front_foot,mistimed,none,deep_point,right_handed,death,"[cricsheet+gemini-tech] Jordan bowls full outside off, Ravi Bishnoi slices it over point, the fielder dives to save the boundary, resulting in two runs."
T20-IndvsEng-IndBat_i2_19_6,2,19,6,CJ Jordan,Ravi Bishnoi,wicket,0,bowled,,pace,middle,yorker,none,over_the_wicket,in_swing,swing,none,,old,defend,front_foot,miss,none,none,right_handed,death,"[cricsheet+gemini-tech] Jordan bowls an in-swinging yorker on middle stump, Ravi Bishnoi tries to dig it out but misses, and the ball crashes into the stumps."
